FIPS,nickel (elemental)_label,polycyclic aromatic compounds_label,"benzo[g,h,i]perylene_label",naphthalene_label,chromium (elemental)_label,nickel compounds_label,benzene_label,chromium compounds_label,cumene_label,xylene (mixed isomers)_label,ethylbenzene_label,toluene_label,styrene_label,arsenic compounds_label,formaldehyde_label,p-xylene_label,"1,3-phenylenediamine_label",phenanthrene_label,vinyl chloride_label,cadmium (elemental)_label,o-xylene_label,m-xylene_label,arsenic (elemental)_label,cadmium compounds_label,Count,Population,Rate_per_1M
49019,,Low,,,,,,,,,,,,,,,,,,,,,,,0,11251.0,0.0
49021,,Low,Low,,,,,,,,,,,,,,,,,,,,,,3,59518.0,50.404919520145164
49023,,Low,,,,,,,,,,,,,,,,,,,,,,,0,26929.0,0.0
49027,,High,,,,High,,High,,,,,,,,,,,,,,,,,0,12933.0,0.0
49029,,Low,,,,,,High,,,,,,,,,,,,,,,,,0,36944.0,0.0
49035,High,High,High,High,High,High,High,Low,High,High,High,High,High,,Low,,,Low,,High,,,High,,26,1188522.0,21.875909743361923
49037,,,,Low,,,Low,,Low,Low,Low,Low,,,,,,,,,,,,,1,23452.0,42.64028654272557
49039,,,,,,,,High,,,,,,,,,,,,,,,,,0,28569.0,0.0
49045,Low,High,High,Low,Low,,Low,,,Low,Low,Low,Low,High,Low,,,,Low,High,,,Low,,5,72755.0,68.72379905161158
49047,,,,Low,,,Low,High,,Low,Low,Low,,,,,,,,,,,,,0,47692.0,0.0
49049,,Low,Low,Low,,Low,Low,High,Low,Low,Low,Low,,,,,,,,,,,,,9,709568.0,12.683773789122396
49053,,Low,Low,,,Low,,Low,,,,,,,,,,,,,,,,,5,203923.0,24.51905866429976
49057,,,,Low,,High,,High,,,,,,,,,,,,,,,,,6,274667.0,21.844633683696987
53009,,,,,,,,,,,,,Low,,,,,,,,,,,,0,78399.0,0.0
53027,,,,,,,,,,,,,Low,,Low,,,,,,,,,,0,91645.0,0.0
53031,,High,,,,,,,,,,,,,,,,,,,,,,,0,68190.0,0.0
53033,High,High,Low,High,High,High,High,High,High,High,High,High,High,,Low,,,,,,,,,,30,2405602.0,12.470890862245708
53035,,,,,,High,,High,,High,,,Low,,,,,,,,,,,,5,297479.0,16.80790912972008
53053,,High,High,High,Low,High,High,High,Low,High,High,High,Low,High,High,,,,,,,,,,14,1101655.0,12.708152733841356
53057,,High,Low,High,,High,High,,High,High,High,High,Low,,Low,,,Low,,,,,,,2,191238.0,10.458172538930548
53061,Low,Low,,Low,Low,Low,Low,Low,,High,High,High,High,High,Low,,,,Low,,,,,,10,964471.0,10.368378105718056
53067,,,,,,High,,High,,,,,High,,,,,,,,,,,,3,322892.0,9.29103229562826
53073,,High,High,High,,High,High,High,High,High,High,High,High,,Low,,,High,,,,,,,6,257017.0,23.34475929607769
