FIPS,nickel (elemental)_label,polycyclic aromatic compounds_label,"benzo[g,h,i]perylene_label",naphthalene_label,chromium (elemental)_label,nickel compounds_label,benzene_label,chromium compounds_label,cumene_label,xylene (mixed isomers)_label,ethylbenzene_label,toluene_label,styrene_label,arsenic compounds_label,formaldehyde_label,p-xylene_label,"1,3-phenylenediamine_label",phenanthrene_label,vinyl chloride_label,cadmium (elemental)_label,o-xylene_label,m-xylene_label,arsenic (elemental)_label,cadmium compounds_label,Count,Population,Rate_per_1M
25003,,0.0,1.0,1.0,,,0.0,,,0.0,0.0,0.0,,,1.0,,,,,,,,,,1,132301.0,7.558521855465945
25005,1.0,,,,0.0,1.0,,1.0,,0.0,,1.0,1.0,,,,,,,1.0,,,,,13,604383.0,21.509539480759717
25009,,1.0,0.0,,,0.0,,1.0,,0.0,,1.0,,,,,,,,,,,,,12,930392.0,12.897789318910739
25011,,,,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,2,131249.0,15.238211338753057
25013,,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,,,1.0,,,,,,,,,,9,493513.0,18.236601670067458
25015,,0.0,,,1.0,,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,,1,220728.0,4.530462832082925
25017,1.0,1.0,1.0,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,0.0,,,,,,,,,,17,1806159.0,9.412238900340446
25019,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,0,14255.0,0.0
25021,,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,11,1175408.0,9.358452554347085
25023,,0.0,0.0,,,,,,,0.0,,1.0,,,0.0,,,,,,,,,,10,594082.0,16.832693129904627
25025,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,10,1116421.0,8.957194463378958
25027,,0.0,1.0,,0.0,1.0,,1.0,,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,12,967656.0,12.401101217788138
34001,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,6,390529.0,15.363775801540989
34003,,,,0.0,,1.0,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,22,1080755.0,20.356139920703583
34005,0.0,0.0,,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,6,623429.0,9.62419136742115
34007,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,10,673950.0,14.837895986349135
34013,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,10,980532.0,10.198545279501332
34015,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,7,430017.0,16.278426201754815
34017,,1.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,9,741311.0,12.140653517889254
34019,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2,196401.0,10.183247539472815
34021,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,4,440405.0,9.082549017381728
34023,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,,,,0.0,0.0,,,,15,1212774.0,12.368339031014846
34025,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,16,823605.0,19.426788326928563
34027,,0.0,,0.0,,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,12,594313.0,20.19138063612945
34029,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,13,737364.0,17.630369803787545
34031,,0.0,0.0,,,0.0,,0.0,,0.0,,1.0,0.0,,,,0.0,,,,,,,,10,672702.0,14.865423322659959
34033,,1.0,,,,,,,,1.0,,1.0,0.0,,,,,,1.0,,,,,,0,140861.0,0.0
34035,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,,3,603840.0,4.968203497615263
34039,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,14,860109.0,16.277006751469873
34041,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,4,191374.0,20.901480869919634
35001,,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,10,832179.0,12.016645457287435
35005,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2,68083.0,29.37590881717903
35009,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,1,67043.0,14.915800307265487
35013,,,,,0.0,,,,,,,,,,,,,,,,,,,,3,230955.0,12.989543417548873
35015,,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,0.0,,,,,,,2,65335.0,30.611463993265478
35017,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0,28820.0,0.0
35025,,1.0,1.0,0.0,,,1.0,,0.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,3,74455.0,40.29279430528507
35035,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,2,74557.0,26.82511367141918
35045,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,3,120514.0,24.89337338400518
36001,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,0.0,5,422481.0,11.834851744812193
36003,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1,82978.0,12.051387114656897
36005,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,21,1606001.0,13.075956988818811
36007,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,7,226207.0,30.945107799493382
36009,,1.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,2,110804.0,18.049889895671637
36011,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2,211550.0,9.454029780193808
36013,,0.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1,133347.0,7.499231328788799
36015,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1,124744.0,8.016417623292503
36017,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,1,63311.0,15.795043515344885
36019,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0,87352.0,0.0
36021,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,86080.0,0.0
36023,0.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,3,70331.0,42.65544354552046
36025,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,1.0,1,87832.0,11.385372073959378
36027,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,6,298563.0,20.09626109062409
36029,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,13,969113.0,13.414328360057084
36031,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0,55238.0,0.0
36035,,,,,,,,,,,,,0.0,,,,,,,,,,,,0,98870.0,0.0
36037,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1,112642.0,8.877683279771311
36039,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,75740.0,0.0
36043,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,1,179710.0,5.564520616548884
36045,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0,135723.0,0.0
36047,,1.0,,,,0.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,42,2890441.0,14.530654664807203
36049,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,1,92476.0,10.813616505904234
36051,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1,108012.0,9.25823056697404
36053,,0.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,0,107085.0,0.0
36055,,0.0,1.0,,,1.0,,1.0,,0.0,,0.0,,,,,,,,,1.0,1.0,,,13,832645.0,15.612896252304402
36057,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,2,81892.0,24.422410003419134
36059,,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,27,1602229.0,16.851523721016157
36061,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15,1756846.0,8.53802780664896
36063,0.0,1.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,1.0,1.0,,,8,244823.0,32.67666845026815
36065,,0.0,0.0,,,1.0,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,9,270580.0,33.261881883361674
36067,1.0,0.0,1.0,0.0,,1.0,,1.0,,0.0,,0.0,,,,,,,,,,,,,10,595326.0,16.797519342343524
36069,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,4,239769.0,16.68272378831292
36071,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1.0,,13,436449.0,29.78583981175349
36073,,,,,,,,,,,,,,,0.0,,,,,,,,,,2,85067.0,23.510879659562463
36075,,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,2,136563.0,14.645255303413077
36077,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0,97616.0,0.0
36079,,1.0,0.0,,,0.0,,0.0,,,,1.0,,,,,,,,,,,,,3,186009.0,16.128251858781024
36081,,1.0,0.0,1.0,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,37,2682963.0,13.790723166886758
36083,,1.0,1.0,0.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2,187730.0,10.653598252809887
36087,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,11,342791.0,32.08952393732624
36089,,1.0,1.0,,,0.0,,1.0,,,,,,0.0,,,,,,1.0,,,,,0,123306.0,0.0
36091,,0.0,,,,,,,,0.0,1.0,1.0,,,0.0,,,,,,,,,,10,306708.0,32.60430115940895
36093,,0.0,0.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,4,239100.0,16.72940192388122
36097,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0,72667.0,0.0
36099,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,1,76673.0,13.042400845147574
36101,,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4,128332.0,31.169155004207834
36103,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,32,1615955.0,19.80253162990306
36109,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,1,146020.0,6.848376934666485
36111,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,4,227843.0,17.55594861373841
36113,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,2,81850.0,24.434941967012826
36117,,1.0,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,4,220450.0,18.144704014515764
36119,,1.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,19,1180268.0,16.09803875052107
36121,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2,87973.0,22.734248007911518
36123,,,,,,,,,,,,,0.0,,,,,,,,,,,,0,84295.0,0.0
48001,,,,,,,,,,0.0,,,,,,,,,,,,,,,1,92245.0,10.840695972681447
48003,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,0.0,0,18588.0,0.0
48005,,1.0,,0.0,,0.0,,1.0,,,,0.0,,0.0,1.0,,,,,,,,,0.0,0,100984.0,0.0
48013,,0.0,0.0,0.0,,1.0,,1.0,,0.0,0.0,0.0,,1.0,,,,,,,,,,,1,113592.0,8.803436861750827
48015,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,0,69407.0,0.0
48021,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,182888.0,5.467827304142426
48025,,,,0.0,,0.0,1.0,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,1,60150.0,16.62510390689942
48027,1.0,0.0,0.0,,1.0,0.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,6,437647.0,13.709679262053664
48029,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,1.0,1.0,,,30,2181273.0,13.753436639980416
48037,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,1,94240.0,10.611205432937183
48039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,,0.0,2,495440.0,4.036815759728726
48041,,0.0,0.0,,,0.0,,0.0,,,,1.0,0.0,,,,,,,,,,,,4,262462.0,15.240301453162743
48049,,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,3,50745.0,59.11912503694945
48051,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,0,28087.0,0.0
48053,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,1,172500.0,5.797101449275362
48055,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,2,251949.0,7.938114459672395
48057,0.0,1.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,,,1.0,1.0,,,,,,0,28730.0,0.0
48061,,0.0,,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,8,457699.0,17.478736025204338
48063,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0,38096.0,0.0
48067,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1,82148.0,12.173150898378537
48071,,0.0,0.0,1.0,,0.0,1.0,,,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,0,159186.0,0.0
48073,,0.0,0.0,,1.0,,,1.0,,0.0,,,0.0,,,,,,,,,,,,1,67750.0,14.760147601476016
48081,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,0,19642.0,0.0
48085,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,22,1467211.0,14.994435019911927
48089,,,,,,,1.0,,,0.0,0.0,0.0,,,,1.0,,,,,0.0,1.0,,,1,57500.0,17.391304347826086
48091,0.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,4,451780.0,8.853866926380098
48097,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,0,99335.0,0.0
48103,,,,,,,1.0,,,0.0,0.0,0.0,,,1.0,,,,,,,,,,0,14184.0,0.0
48105,,,,,,,1.0,,,0.0,0.0,1.0,,,,,,,,,,,,,0,3027.0,0.0
48109,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,0,2222.0,0.0
48113,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,0.0,40,3140770.0,12.73573041005868
48117,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,1,52434.0,19.071594766754394
48121,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,15,1356995.0,11.053835865275849
48135,,0.0,,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,3,208254.0,14.405485608919877
48139,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,6,377662.0,15.88722190741986
48141,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,22,865899.0,25.40712022995754
48143,,,,,,,,,,,,,1.0,,,,,,,,,,,,0,63556.0,0.0
48149,1.0,1.0,,0.0,1.0,,0.0,,,0.0,0.0,0.0,,,1.0,,,,,,,,,,0,62475.0,0.0
48157,,0.0,0.0,1.0,,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,13,1319697.0,9.850746042462777
48161,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,36251.0,0.0
48163,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0,34132.0,0.0
48165,,,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,2,27466.0,72.81730139081046
48167,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,1.0,1.0,,,10,472270.0,21.174328244436445
48173,,,,,,,1.0,,,0.0,1.0,1.0,,,1.0,,,,,,,,,,0,32833.0,0.0
48175,,0.0,,0.0,,,1.0,,,0.0,,0.0,,,1.0,,,,,,,,,,0,31531.0,0.0
48177,,,,1.0,,,1.0,,,0.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,0,47457.0,0.0
48179,,1.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,0,24156.0,0.0
48181,,1.0,,,,0.0,,1.0,,,,,0.0,,,,,,,,,,,,1,201244.0,4.969092246228459
48183,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,,,0.0,,,,,,,3,167186.0,17.944086227315687
48185,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,0,109404.0,0.0
48187,,,,0.0,,1.0,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,1,391329.0,2.5553945656979162
48189,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0,37173.0,0.0
48195,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0,10097.0,0.0
48199,,,,0.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,0,61844.0,0.0
48201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,87,5212008.0,16.692223035728265
48203,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1,144779.0,6.90707906533406
48209,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4,466331.0,8.57759831535969
48213,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,3,126299.0,23.753157190476568
48215,0.0,,,,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,,,,11,887117.0,12.399717286445869
48217,,0.0,,,,,,,,,,,,,,,,,,,,,,,1,53258.0,18.776521837094897
48219,,,,0.0,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,0,65340.0,0.0
48221,,,,,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,0,134375.0,0.0
48223,,,,,,,,,,,,,1.0,,,,,,,,,,,,0,67687.0,0.0
48225,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,0,37743.0,0.0
48227,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,2,33458.0,59.776436128878
48231,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,3,189439.0,15.836232243624595
48233,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,0.0,,,,,,,2,25613.0,78.08534728458206
48235,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,0,69208.0,0.0
48239,,0.0,,0.0,,,1.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0,39732.0,0.0
48241,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,0,89777.0,0.0
48245,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,1.0,,,1.0,0.0,0.0,,3,262427.0,11.431750543960797
48251,,1.0,,,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,,1.0,,,,,,,,,,4,381744.0,10.478226245861102
48255,,,,,,,1.0,,,,1.0,0.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,0,17141.0,0.0
48257,,1.0,,,,,,0.0,,0.0,0.0,0.0,,1.0,,,,,,,,,,,1,295943.0,3.3790290697870873
48273,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0,31015.0,0.0
48277,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2,57346.0,34.876015763959124
48279,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0,27840.0,0.0
48283,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,0,12637.0,0.0
48285,,,,,,0.0,1.0,0.0,,0.0,0.0,1.0,,,1.0,0.0,,,,,,0.0,,,0,32652.0,0.0
48287,,,,,,,,,,,,,1.0,,,,,,,,,,,,0,71489.0,0.0
48289,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,29560.0,0.0
48291,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,1,158807.0,6.296951645708313
48293,,,,,,1.0,,,,,,,,,,,,,,,,,,,0,38546.0,0.0
48297,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,,,,,,0,62699.0,0.0
48301,,,,,,,1.0,,,0.0,1.0,1.0,,,,,,,,,,,,,0,57.0,0.0
48303,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,7,319443.0,21.91314256377507
48309,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,0.0,4,272728.0,14.66662755565985
48315,,,,,,,,,,,,,,,1.0,,,,,,,,,,1,25259.0,39.58984916267469
48317,,,,,,,1.0,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,0,93073.0,0.0
48321,,,,,,0.0,1.0,,,0.0,,0.0,,,0.0,,,,,,,,,,0,64651.0,0.0
48325,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,242550.0,0.0
48329,,0.0,0.0,0.0,,,1.0,,0.0,1.0,1.0,1.0,,,0.0,0.0,,,,,0.0,0.0,,,4,202918.0,19.712396140312833
48335,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,10794.0,0.0
48337,,,,,,,1.0,,,,0.0,0.0,,,1.0,0.0,,,,,1.0,0.0,,,0,47621.0,0.0
48339,,,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,,,,,,,,,15,725605.0,20.67240440735662
48341,,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,,,1.0,,,,,,,2,39705.0,50.37148973680896
48343,,1.0,0.0,1.0,0.0,,0.0,,,,,0.0,,,,,,1.0,,,,,,,0,59326.0,0.0
48347,,,,,,,,0.0,,,,1.0,,0.0,1.0,,,,,,,,,,0,62947.0,0.0
48349,,1.0,,1.0,,0.0,,0.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,0,88482.0,0.0
48353,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,21906.0,45.649593718615904
48355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,6,378690.0,15.844094113919036
48361,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,,,,,,,2,87259.0,22.920271834423957
48363,,1.0,1.0,1.0,,1.0,,1.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,2,50162.0,39.87081854790479
48365,,,,,,,1.0,,,0.0,0.0,1.0,,,1.0,,,,,,,,,,0,73200.0,0.0
48367,,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,3,302264.0,9.925098589312654
48371,,,,,,,1.0,,,,0.0,0.0,,,1.0,,,,,,,,,,0,18043.0,0.0
48373,,,,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,,0,83014.0,0.0
48375,,1.0,1.0,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,2,200114.0,9.994303247149125
48381,,,,,,0.0,,0.0,,,,,1.0,,,,,,,,,,,,3,191908.0,15.632490568397358
48383,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,0,4264.0,0.0
48389,,0.0,,0.0,,,1.0,,0.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,0,14742.0,0.0
48395,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,0,48370.0,0.0
48397,,,,,,,,,,,,,0.0,,,,,,,,,,,,4,332886.0,12.0161256406097
48399,,,,,,1.0,,,,,,,,,,,,,,,,,,,0,13347.0,0.0
48401,,1.0,0.0,0.0,,1.0,,1.0,,,,,0.0,1.0,,,,,,,,,,,0,110382.0,0.0
48407,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,1,136077.0,7.3487804698810235
48409,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,1.0,,,,,,2,73557.0,27.189798387644956
48415,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,0,29439.0,0.0
48419,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,26862.0,0.0
48423,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,4,308804.0,12.95320008808176
48431,,,,,,,1.0,,,0.0,0.0,1.0,,,,,,,,,,,,,0,1372.0,0.0
48435,,,,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,0,6461.0,0.0
48439,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0,,,,,1.0,,,21,2450169.0,8.570837358565878
48441,,,,,,0.0,,0.0,,1.0,,0.0,1.0,,,,,,,,,,,,0,155296.0,0.0
48445,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0,19516.0,0.0
48449,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0,46731.0,0.0
48451,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1,123080.0,8.124796880077998
48453,,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,14,1833841.0,7.6342496432351545
48459,,,,,,,1.0,,,0.0,,0.0,,,,,1.0,,,,,,,,1,154667.0,6.4655033071049415
48461,,,,,,,1.0,,,0.0,0.0,1.0,,,1.0,,,,,,,,,,0,3278.0,0.0
48465,,,,0.0,,,,,,,,,,,,,,,,,,,,,3,50934.0,58.89975262103899
48467,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,0,134294.0,0.0
48469,1.0,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,,,,,,,,,,,5,118827.0,42.07797891051697
48471,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0,135367.0,0.0
48473,,,,0.0,,1.0,,1.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,3,303842.0,9.873552701733137
48475,,,,0.0,,,1.0,,,0.0,0.0,0.0,,,1.0,,,,,,,,,,0,11618.0,0.0
48477,,,,,,1.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,0,54506.0,0.0
48479,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,5,268453.0,18.62523421232022
48481,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,2,49942.0,40.04645388650835
48483,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0,9435.0,0.0
